x	{0.0000 0.0081 0.0162 0.0242 0.0323 0.0404 0.0485 0.0566 0.0646 0.0727 0.0808 0.0889 0.0970 0.1050 0.1131 0.1212 0.1293 0.1374 0.1455 0.1535 0.1616 0.1715 0.1814 0.1913 0.2012 0.2111 0.2210 0.2309 0.2408 0.2507 0.2606 0.2705 0.2804 0.2903 0.3002 0.3101 0.3200 0.3299 0.3398 0.3497 0.3596 0.3710 0.3824 0.3938 0.4053 0.4167 0.4281 0.4395 0.4510 0.4624 0.4738 0.4853 0.4967 0.5081 0.5195 0.5310 0.5424 0.5538 0.5653 0.5767 0.5881 0.5938 0.5995 0.6053 0.6110 0.6167 0.6224 0.6281 0.6338 0.6395 0.6452 0.6510 0.6567 0.6624 0.6681 0.6738 0.6795 0.6852 0.6910 0.6967 0.7024 0.7064 0.7105 0.7145 0.7186 0.7226 0.7266 0.7307 0.7347 0.7388 0.7428 0.7468 0.7509 0.7549 0.7590 0.7630 0.7670 0.7711 0.7751 0.7792 0.7832}
nSpin	1
Exact	{0.35959999999999998 0.47384999999999999 0.58809999999999996 0.0 0.70240000000000002 0.16159999999999999}
y,0	{0.773 0.769 0.758 0.742 0.723 0.707 0.694 0.689 0.691 0.701 0.719 0.743 0.772 0.803 0.835 0.864 0.891 0.913 0.929 0.939 0.943 0.938 0.925 0.902 0.872 0.834 0.789 0.738 0.683 0.624 0.563 0.500 0.437 0.375 0.315 0.257 0.201 0.148 0.098 0.049 0.008 -0.011 -0.009 0.043 0.091 0.150 0.218 0.295 0.378 0.465 0.554 0.644 0.731 0.814 0.890 0.958 1.016 1.063 1.097 1.118 1.125 1.124 1.118 1.109 1.097 1.081 1.062 1.041 1.018 0.992 0.965 0.938 0.910 0.883 0.858 0.834 0.813 0.796 0.784 0.776 0.773 0.773 0.773 0.773 0.772 0.771 0.768 0.765 0.761 0.757 0.752 0.747 0.741 0.737 0.732 0.728 0.725 0.722 0.720 0.719 0.718}
nSymmetryPoints	6
fractionals	{0.5000 0.2500 0.7500 0.5000 0.5000 0.5000 0.0000 0.0000 0.0000 0.5000 0.0000 0.5000 0.5000 0.2500 0.7500 0.3750 0.3750 0.7500}
y,1	{1.531 1.526 1.512 1.489 1.458 1.421 1.377 1.329 1.279 1.229 1.179 1.132 1.090 1.052 1.020 0.994 0.975 0.960 0.950 0.945 0.943 0.938 0.925 0.902 0.872 0.834 0.789 0.738 0.683 0.624 0.563 0.500 0.437 0.375 0.315 0.257 0.201 0.148 0.098 0.049 0.008 -0.011 -0.009 0.043 0.091 0.150 0.218 0.295 0.378 0.465 0.554 0.644 0.731 0.814 0.890 0.958 1.016 1.063 1.097 1.118 1.125 1.126 1.127 1.128 1.131 1.135 1.140 1.148 1.157 1.169 1.185 1.203 1.225 1.251 1.281 1.314 1.352 1.392 1.436 1.482 1.531 1.507 1.486 1.469 1.454 1.442 1.434 1.429 1.426 1.426 1.428 1.431 1.435 1.440 1.445 1.450 1.454 1.458 1.461 1.462 1.463}
nBands	3
y,2	{1.531 1.539 1.562 1.597 1.644 1.698 1.758 1.822 1.888 1.954 2.020 2.083 2.144 2.200 2.251 2.296 2.334 2.364 2.386 2.400 2.404 2.396 2.372 2.332 2.277 2.206 2.122 2.024 1.914 1.793 1.661 1.519 1.370 1.213 1.051 0.883 0.711 0.536 0.359 0.180 0.008 0.223 0.442 0.656 0.862 1.058 1.240 1.409 1.561 1.698 1.817 1.920 2.007 2.079 2.136 2.181 2.215 2.240 2.256 2.265 2.268 2.266 2.258 2.246 2.229 2.207 2.181 2.150 2.116 2.078 2.036 1.992 1.945 1.895 1.844 1.792 1.739 1.686 1.634 1.582 1.531 1.555 1.579 1.602 1.624 1.645 1.665 1.684 1.702 1.718 1.733 1.747 1.760 1.771 1.780 1.789 1.796 1.801 1.805 1.807 1.808}
symmetryPoints	{W 1 L 20 g 20 X 20 W 20 K 20}
npoints	101
